# Time-averaged data for fix COMOUT
# TimeStep c_COM[1] c_COM[2] c_COM[3]
1128700 36.515 -10.3542 6.89698
1128800 36.4941 -10.2866 6.81317
1128900 36.583 -10.2562 6.78981
1129000 36.6704 -10.2529 6.82759
1129100 36.6642 -10.2948 6.77663
1129200 36.7264 -10.3151 6.68243
1129300 36.6514 -10.3451 6.60896
1129400 36.6656 -10.3379 6.49391
1129500 36.7364 -10.315 6.38961
1129600 36.7788 -10.2999 6.38602
1129700 36.7447 -10.2546 6.43304
1129800 36.7529 -10.2591 6.49568
1129900 36.7141 -10.3524 6.51352
1130000 36.6726 -10.3253 6.55773
1130100 36.6627 -10.3032 6.53891
1130200 36.5348 -10.3387 6.422
1130300 36.4027 -10.3818 6.30228
1130400 36.2575 -10.3656 6.28194
1130500 36.2376 -10.3843 6.3434
1130600 36.2925 -10.389 6.32097
1130700 36.2569 -10.3849 6.29453
1130800 36.2991 -10.4493 6.29849
1130900 36.2717 -10.4988 6.41553
1131000 36.3031 -10.5928 6.41757
1131100 36.377 -10.6539 6.41213
1131200 36.4117 -10.7105 6.46114
1131300 36.3913 -10.6826 6.46003
1131400 36.4196 -10.6837 6.39006
1131500 36.4166 -10.728 6.3254
1131600 36.4105 -10.7401 6.36093
1131700 36.3503 -10.7382 6.39294
1131800 36.3085 -10.8298 6.45659
1131900 36.3531 -10.8203 6.50017
1132000 36.443 -10.8654 6.55318
1132100 36.4774 -10.9096 6.54034
1132200 36.5898 -10.809 6.50668
1132300 36.66 -10.7298 6.50935
1132400 36.6139 -10.6838 6.3965
1132500 36.5968 -10.6256 6.29565
1132600 36.5823 -10.5219 6.25132
1132700 36.5175 -10.4821 6.16387
1132800 36.4863 -10.4408 6.10649
1132900 36.4436 -10.5086 6.07007
1133000 36.3672 -10.5326 6.11143
1133100 36.3664 -10.4838 6.1894
1133200 36.3453 -10.4684 6.3404
1133300 36.3158 -10.4779 6.43051
1133400 36.3449 -10.4796 6.38971
1133500 36.3852 -10.4595 6.33225
1133600 36.4238 -10.5123 6.34103
1133700 36.4161 -10.4873 6.4382
1133800 36.3435 -10.4875 6.48843
1133900 36.3335 -10.449 6.54705
1134000 36.295 -10.3698 6.51001
1134100 36.2708 -10.2798 6.49775
1134200 36.3218 -10.3047 6.50163
1134300 36.3289 -10.3021 6.58534
1134400 36.4133 -10.2888 6.62103
1134500 36.4296 -10.2521 6.68431
1134600 36.3393 -10.1929 6.82067
1134700 36.2695 -10.0989 6.92345
1134800 36.272 -10.0767 6.9293
1134900 36.2501 -10.0409 6.86533
1135000 36.1909 -9.97162 6.82635
1135100 36.1361 -9.9553 6.81699
1135200 36.1004 -9.9273 6.86398
1135300 36.1393 -9.89188 6.8319
1135400 36.2347 -9.88303 6.81558
1135500 36.2977 -9.89794 6.80026
1135600 36.285 -9.95869 6.82486
1135700 36.3119 -9.99651 6.82647
1135800 36.3678 -10.041 6.8905
1135900 36.3534 -10.0525 6.86629
1136000 36.3113 -10.0124 6.80852
1136100 36.2849 -10.0005 6.74194
1136200 36.2804 -9.91926 6.73754
1136300 36.2701 -9.81409 6.73651
1136400 36.2697 -9.77607 6.63049
1136500 36.2636 -9.85847 6.56775
1136600 36.3047 -9.88786 6.4776
1136700 36.3936 -9.82538 6.51404
1136800 36.4024 -9.73462 6.59022
1136900 36.3976 -9.6975 6.509
1137000 36.4484 -9.64242 6.45946
1137100 36.4671 -9.6038 6.41587
1137200 36.3456 -9.53063 6.33317
1137300 36.313 -9.41885 6.31872
1137400 36.324 -9.34014 6.24858
1137500 36.4104 -9.33179 6.20321
1137600 36.41 -9.26718 6.23419
1137700 36.3173 -9.15534 6.32515
1137800 36.2576 -9.12469 6.3166
1137900 36.3225 -9.17938 6.21885
1138000 36.4174 -9.19313 6.19076
1138100 36.4312 -9.28147 6.19758
1138200 36.3333 -9.33989 6.21203
1138300 36.254 -9.30826 6.19677
1138400 36.1926 -9.19234 6.21045
1138500 36.198 -9.19107 6.1782
1138600 36.2374 -9.21329 6.27758
1138700 36.29 -9.2182 6.37655
1138800 36.3298 -9.22729 6.37599
1138900 36.3266 -9.22576 6.36626
1139000 36.2946 -9.2657 6.41464
1139100 36.3302 -9.32645 6.4849
1139200 36.4147 -9.33503 6.52436
1139300 36.5539 -9.27102 6.54895
1139400 36.6098 -9.22372 6.61665
1139500 36.6561 -9.09136 6.73511
1139600 36.6749 -9.01848 6.83826
1139700 36.6993 -8.93115 6.93548
1139800 36.5853 -8.84269 6.94625
1139900 36.4946 -8.87842 6.93994
1140000 36.4145 -8.83025 6.92035
1140100 36.4338 -8.83277 6.96422
1140200 36.4526 -8.81543 6.97512
1140300 36.394 -8.88686 6.95231
1140400 36.2975 -8.96465 6.8851
1140500 36.2925 -8.98933 6.81762
1140600 36.3329 -8.97552 6.82624
1140700 36.2842 -8.93084 6.84287
1140800 36.1822 -8.99479 6.85772
1140900 36.1448 -8.98374 6.85979
1141000 36.0578 -8.9791 6.85792
1141100 36.0159 -8.90618 6.83727
1141200 36.0203 -8.85757 6.84797
1141300 36.0816 -8.92194 6.8062
1141400 36.1556 -9.01652 6.84854
1141500 36.1965 -9.0373 6.93644
1141600 36.2014 -9.08183 6.98089
1141700 36.1994 -9.0987 7.08612
1141800 36.2642 -9.06985 7.15696
1141900 36.4153 -9.03303 7.16928
1142000 36.427 -8.99719 7.20551
1142100 36.4409 -8.94147 7.21529
1142200 36.3558 -8.89698 7.13833
1142300 36.3818 -8.85504 7.06073
1142400 36.5053 -8.84854 6.92892
1142500 36.562 -8.85313 6.84444
1142600 36.5545 -8.85211 6.78045
1142700 36.503 -8.79769 6.75526
1142800 36.3831 -8.79494 6.67581
1142900 36.3612 -8.79269 6.58435
1143000 36.4028 -8.82682 6.56197
1143100 36.3955 -8.83759 6.64688
1143200 36.3755 -8.78172 6.70273
1143300 36.2777 -8.77085 6.65361
1143400 36.1452 -8.72959 6.65752
1143500 36.1428 -8.64075 6.688
1143600 36.0744 -8.51411 6.65279
1143700 35.9855 -8.41922 6.60767
1143800 35.9782 -8.49594 6.46768
1143900 35.9113 -8.60992 6.41324
1144000 35.9175 -8.78686 6.43216
1144100 35.8935 -8.89188 6.5718
1144200 35.8656 -8.9184 6.75378
1144300 35.8243 -8.98828 6.85022
1144400 35.8625 -9.00857 6.90761
1144500 35.8646 -9.02137 6.89332
1144600 35.7914 -9.0918 6.88227
1144700 35.7522 -9.08945 6.9573
1144800 35.7509 -9.19552 7.14576
1144900 35.6629 -9.24617 7.17671
1145000 35.654 -9.25061 7.28353
1145100 35.7096 -9.19328 7.3784
1145200 35.7819 -9.03473 7.52089
1145300 35.8146 -8.96716 7.60833
1145400 35.7925 -9.02477 7.61782
1145500 35.6995 -9.00943 7.59883
1145600 35.6232 -8.94022 7.68675
1145700 35.6447 -8.91816 7.76581
1145800 35.6464 -8.873 7.82025
1145900 35.5778 -8.81223 7.80753
1146000 35.5991 -8.78902 7.80557
1146100 35.5363 -8.7722 7.84771
1146200 35.4412 -8.75215 7.88024
1146300 35.428 -8.76782 7.82958
1146400 35.4977 -8.78547 7.80492
1146500 35.4877 -8.94736 7.81802
1146600 35.4653 -9.05669 7.79837
1146700 35.4331 -9.0545 7.774
1146800 35.348 -9.03121 7.7974
1146900 35.3476 -9.05861 7.94085
1147000 35.3174 -9.05232 8.0705
1147100 35.2661 -9.10427 8.08033
1147200 35.2224 -9.12379 8.09696
1147300 35.1874 -9.12511 8.08437
1147400 35.1387 -9.11052 8.0682
1147500 35.1174 -9.08069 8.04453
1147600 35.0265 -9.12983 7.98745
1147700 34.8955 -9.14411 8.00692
1147800 34.834 -9.13814 8.08653
1147900 34.7855 -9.07596 8.13438
1148000 34.7588 -9.07467 8.14265
1148100 34.7326 -9.07472 8.11961
1148200 34.6813 -9.03148 8.17995
1148300 34.7508 -9.056 8.22065
1148400 34.8259 -9.11881 8.29872
1148500 34.872 -9.14043 8.31654
1148600 34.9179 -9.08574 8.28914
1148700 34.9598 -9.00917 8.26608
1148800 34.9448 -8.98184 8.29295
1148900 34.8789 -9.05189 8.28542
1149000 34.8856 -9.18066 8.2749
1149100 34.9412 -9.26968 8.27381
1149200 34.9591 -9.28555 8.30813
1149300 34.8962 -9.34304 8.30548
1149400 34.825 -9.44149 8.40837
1149500 34.7819 -9.51484 8.45584
1149600 34.7209 -9.55389 8.50282
1149700 34.6936 -9.50953 8.55275
1149800 34.7209 -9.48268 8.47482
1149900 34.8285 -9.55942 8.42589
1150000 34.822 -9.60435 8.39386
1150100 34.6861 -9.60863 8.34812
1150200 34.5496 -9.60972 8.24085
1150300 34.5134 -9.64735 8.14336
1150400 34.4663 -9.70028 8.06062
1150500 34.3748 -9.78524 8.01663
1150600 34.3093 -9.86794 7.99265
1150700 34.3163 -9.9053 8.12063
1150800 34.3392 -9.88073 8.21749
1150900 34.3345 -9.926 8.29188
1151000 34.3444 -10.007 8.31458
1151100 34.4347 -10.0227 8.34763
1151200 34.4926 -10.0521 8.37448
1151300 34.5064 -10.1207 8.46425
1151400 34.541 -10.1805 8.49407
1151500 34.5523 -10.1929 8.4046
1151600 34.5965 -10.2474 8.34941
1151700 34.7061 -10.2924 8.2245
1151800 34.7596 -10.2967 8.15675
1151900 34.8556 -10.3158 8.03854
1152000 34.9461 -10.3174 7.88049
1152100 34.9544 -10.3883 7.79234
1152200 34.9474 -10.4392 7.74856
1152300 35.0257 -10.4719 7.68661
1152400 35.0528 -10.4915 7.70372
1152500 35.0379 -10.4784 7.68703
1152600 34.9901 -10.4991 7.68711
1152700 34.8675 -10.6021 7.69979
1152800 34.8046 -10.721 7.72576
1152900 34.7024 -10.7277 7.82077
1153000 34.7048 -10.6699 7.84731
1153100 34.7737 -10.5651 7.78308
1153200 34.8329 -10.5156 7.77932
1153300 34.8609 -10.5628 7.7689
1153400 34.8189 -10.61 7.76546
1153500 34.7709 -10.643 7.80087
1153600 34.7111 -10.6859 7.76741
1153700 34.7235 -10.715 7.69805
1153800 34.7382 -10.7724 7.61199
1153900 34.8002 -10.8229 7.64567
1154000 34.8636 -10.9086 7.66373
1154100 34.8712 -10.9596 7.70196
1154200 34.9102 -10.9969 7.70751
1154300 34.9144 -11.0558 7.72299
1154400 34.9295 -11.1582 7.79121
1154500 34.9431 -11.2062 7.8155
1154600 34.8749 -11.2327 7.81281
1154700 34.7637 -11.1922 7.75577
1154800 34.7195 -11.1147 7.81589
1154900 34.6703 -11.0436 7.93077
1155000 34.6809 -11.0592 7.93261
1155100 34.7144 -11.1152 7.83602
1155200 34.7296 -11.1897 7.7607
1155300 34.7257 -11.1706 7.70525
1155400 34.7548 -11.1635 7.64238
1155500 34.7582 -11.1497 7.61474
1155600 34.6817 -11.1022 7.60806
1155700 34.6011 -11.0718 7.64163
1155800 34.4902 -11.0452 7.67129
1155900 34.4026 -10.9993 7.64215
1156000 34.3824 -10.9631 7.65631
1156100 34.4054 -10.9313 7.66022
1156200 34.4284 -10.8957 7.71192
1156300 34.4873 -10.8599 7.74429
1156400 34.594 -10.8167 7.76097
1156500 34.6143 -10.6762 7.71668
1156600 34.6476 -10.6291 7.69878
1156700 34.6806 -10.6579 7.65245
1156800 34.6204 -10.6694 7.60756
1156900 34.5402 -10.6599 7.64802
1157000 34.4482 -10.6624 7.5725
1157100 34.42 -10.6312 7.59366
1157200 34.462 -10.586 7.68162
1157300 34.5832 -10.6011 7.67346
1157400 34.7074 -10.6269 7.65019
1157500 34.705 -10.6254 7.64747
1157600 34.6854 -10.6642 7.65989
1157700 34.754 -10.6827 7.62121
1157800 34.8084 -10.5945 7.65959
1157900 34.7292 -10.5379 7.64786
1158000 34.6621 -10.5295 7.67029
1158100 34.6224 -10.4394 7.69824
1158200 34.5212 -10.2979 7.65035
1158300 34.5551 -10.1403 7.56401
1158400 34.6444 -10.0895 7.50042
1158500 34.662 -10.0467 7.33656
1158600 34.6942 -10.0338 7.26198
1158700 34.7408 -10.0133 7.22706
1158800 34.8343 -10.0721 7.30818
1158900 34.8813 -10.0585 7.33962
1159000 34.8884 -9.98824 7.39541
1159100 34.8464 -9.88148 7.35211
1159200 34.8337 -9.82108 7.36897
1159300 34.956 -9.83359 7.38125
1159400 35.0461 -9.92452 7.3213
1159500 35.1221 -9.93356 7.29165
1159600 35.1242 -9.90297 7.28553
1159700 35.0865 -9.93986 7.33606
1159800 35.008 -9.93065 7.38893
1159900 34.9801 -9.97793 7.41099
1160000 34.9914 -10.0804 7.389
1160100 35.0204 -10.1345 7.41006
1160200 35.0926 -10.0222 7.39608
1160300 35.0921 -9.95753 7.38797
1160400 35.0405 -9.98052 7.47895
1160500 35.0062 -9.98219 7.49712
1160600 35.0181 -10.095 7.54781
1160700 34.9818 -10.2058 7.47988
1160800 34.9226 -10.3343 7.35192
1160900 34.8058 -10.3916 7.2679
1161000 34.7208 -10.3804 7.13439
1161100 34.6017 -10.3441 7.13274
1161200 34.5294 -10.2651 7.07354
1161300 34.569 -10.1759 7.00404
1161400 34.6355 -10.1006 6.92143
1161500 34.7022 -10.1248 6.89415
1161600 34.6275 -10.1895 6.83297
1161700 34.565 -10.2921 6.72753
1161800 34.5567 -10.3096 6.65783
1161900 34.5392 -10.2228 6.68933
1162000 34.5863 -10.2276 6.67856
1162100 34.6239 -10.1705 6.71382
1162200 34.6244 -10.1713 6.71565
1162300 34.5983 -10.23 6.59897
1162400 34.5566 -10.2451 6.5068
1162500 34.5011 -10.2934 6.53434
1162600 34.4412 -10.2842 6.48723
1162700 34.4137 -10.2571 6.4647
1162800 34.4649 -10.3167 6.50049
1162900 34.46 -10.3725 6.52442
1163000 34.4649 -10.3971 6.57256
1163100 34.4013 -10.3866 6.64408
1163200 34.318 -10.4335 6.66609
1163300 34.281 -10.5393 6.74831
1163400 34.1528 -10.5247 6.79837
1163500 34.114 -10.4491 6.81503
1163600 34.0706 -10.4405 6.82941
1163700 34.0667 -10.446 6.81767
1163800 34.0545 -10.4231 6.79627
1163900 33.9475 -10.3124 6.78632
1164000 33.8946 -10.2809 6.80589
1164100 33.8828 -10.2397 6.74992
1164200 33.8432 -10.2171 6.7062
1164300 33.7554 -10.1588 6.78334
1164400 33.7664 -10.1644 6.9397
1164500 33.6718 -10.1 7.01651
1164600 33.692 -10.033 7.01927
1164700 33.7424 -9.96236 7.01268
1164800 33.8677 -9.98102 7.05919
1164900 33.9155 -9.96013 7.07129
1165000 33.9456 -9.92865 7.10444
1165100 33.901 -9.92701 7.07753
1165200 33.9503 -9.90978 6.9751
1165300 33.9887 -9.85456 6.87772
1165400 33.9791 -9.77952 6.75881
1165500 34.0581 -9.73285 6.74634
1165600 34.0712 -9.73372 6.68165
1165700 34.1003 -9.62988 6.60129
1165800 34.1494 -9.599 6.60722
1165900 34.2092 -9.65553 6.63176
1166000 34.2097 -9.61257 6.6531
1166100 34.2487 -9.611 6.71669
1166200 34.1759 -9.62926 6.73386
1166300 34.1234 -9.74241 6.75418
1166400 34.0066 -9.78428 6.87346
1166500 33.978 -9.85761 6.98393
1166600 33.8981 -9.96416 7.16141
1166700 33.8028 -9.91532 7.17607
1166800 33.6916 -9.86985 7.18386
1166900 33.6827 -9.83736 7.14937
1167000 33.5968 -9.80232 7.03614
1167100 33.5911 -9.7739 6.92385
1167200 33.5965 -9.65987 6.95592
1167300 33.5547 -9.56949 7.03398
1167400 33.4749 -9.57621 7.04844
1167500 33.4753 -9.6254 6.96473
1167600 33.4589 -9.53074 6.87837
1167700 33.3931 -9.50891 6.81532
1167800 33.3552 -9.52848 6.78247
1167900 33.279 -9.64379 6.84633
1168000 33.2433 -9.74686 6.85129
1168100 33.2706 -9.84804 6.88396
1168200 33.283 -9.84376 6.93019
1168300 33.2521 -9.80122 6.96775
1168400 33.2576 -9.74078 7.0215
1168500 33.1915 -9.6766 7.09858
1168600 33.1638 -9.70476 7.09341
1168700 33.1274 -9.74121 7.14339
1168800 33.0739 -9.8061 7.12035
1168900 33.0623 -9.91729 7.06679
1169000 33.0745 -9.98316 7.11484
1169100 33.1021 -10.0842 7.18127
1169200 33.1296 -10.1163 7.24234
1169300 33.105 -10.1328 7.29579
1169400 33.1224 -10.2 7.35048
1169500 33.1478 -10.2515 7.34659
1169600 33.2299 -10.3635 7.32019
1169700 33.2729 -10.4661 7.26825
1169800 33.334 -10.5271 7.25034
1169900 33.3536 -10.4959 7.19719
1170000 33.4056 -10.4522 7.08895
1170100 33.384 -10.4708 7.10588
1170200 33.4072 -10.4932 7.17973
1170300 33.4364 -10.4619 7.25601
1170400 33.4602 -10.4395 7.31529
1170500 33.4647 -10.3914 7.34091
1170600 33.5426 -10.3011 7.32317
1170700 33.5478 -10.1571 7.23786
1170800 33.514 -10.1306 7.18205
1170900 33.5498 -10.1448 7.14417
1171000 33.597 -10.1246 7.11325
1171100 33.685 -10.1527 7.1617
1171200 33.7868 -10.0937 7.21444
1171300 33.8485 -9.99499 7.26655
1171400 33.7963 -9.89599 7.32453
1171500 33.786 -9.82105 7.41093
1171600 33.736 -9.69411 7.54114
1171700 33.7238 -9.64697 7.64783
1171800 33.7114 -9.6716 7.71626
1171900 33.6119 -9.6115 7.7736
1172000 33.5728 -9.61232 7.84101
1172100 33.6135 -9.6013 7.9025
1172200 33.6802 -9.57993 7.8516
1172300 33.736 -9.60287 7.7465
1172400 33.6628 -9.70269 7.66139
1172500 33.6222 -9.84965 7.615
1172600 33.6107 -9.88988 7.64825
1172700 33.5678 -9.92217 7.63032
1172800 33.5043 -9.91662 7.6324
1172900 33.462 -9.93051 7.67676
1173000 33.5278 -9.93141 7.68472
1173100 33.6086 -9.92102 7.7287
1173200 33.6814 -9.95711 7.79594
1173300 33.749 -10.0057 7.84033
1173400 33.7989 -10.0536 7.96836
1173500 33.814 -10.0632 8.09359
1173600 33.8794 -10.0467 8.1556
1173700 33.9472 -10.0316 8.28192
1173800 33.9086 -9.98676 8.4114
1173900 33.8814 -10.0247 8.51917
1174000 33.8498 -9.98445 8.51517
1174100 33.858 -9.98452 8.52217
1174200 33.9508 -10.0531 8.55095
1174300 34.0301 -10.081 8.51696
1174400 34.122 -10.164 8.45789
1174500 34.1512 -10.2266 8.42617
1174600 34.1387 -10.2781 8.31955
1174700 34.1082 -10.3188 8.24446
1174800 34.1137 -10.3459 8.24895
1174900 34.05 -10.2988 8.28979
1175000 33.9384 -10.203 8.30762
1175100 33.937 -10.074 8.38505
1175200 33.8933 -9.94306 8.38632
1175300 33.8469 -9.86574 8.46236
1175400 33.8706 -9.92848 8.51409
1175500 33.8768 -10.0435 8.59749
1175600 33.8386 -10.2094 8.61757
1175700 33.7821 -10.4259 8.60996
1175800 33.6208 -10.5152 8.55518
1175900 33.4468 -10.5043 8.56586
1176000 33.3489 -10.4823 8.61064
1176100 33.351 -10.5252 8.6469
1176200 33.2576 -10.583 8.65069
1176300 33.1669 -10.5679 8.73154
1176400 33.1294 -10.5763 8.77118
1176500 33.1336 -10.4856 8.86116
1176600 33.0846 -10.3647 8.90637
1176700 33.0881 -10.2813 8.98439
1176800 33.188 -10.1782 9.03996
1176900 33.2702 -10.0973 9.10206
1177000 33.1789 -10.0973 9.20734
1177100 33.1599 -10.1098 9.22232
1177200 33.1421 -10.1704 9.15952
1177300 33.1318 -10.2121 9.05375
1177400 33.1796 -10.3229 8.92984
1177500 33.2109 -10.4264 8.91374
1177600 33.23 -10.5345 8.86371
1177700 33.4249 -10.5565 8.88933
1177800 33.5378 -10.6658 8.88718
1177900 33.5972 -10.7458 8.84413
1178000 33.594 -10.8042 8.78492
1178100 33.646 -10.8495 8.61955
1178200 33.7268 -10.911 8.47029
1178300 33.8472 -10.9228 8.49834
1178400 33.8626 -10.9004 8.63032
1178500 33.8835 -10.8804 8.75665
1178600 33.9572 -10.8249 8.73401
1178700 33.9737 -10.779 8.72383
1178800 34.0018 -10.7885 8.65338
1178900 34.0792 -10.8134 8.64207
1179000 34.2347 -10.8764 8.66749
1179100 34.2918 -10.8457 8.68485
1179200 34.3616 -10.8213 8.69161
1179300 34.3975 -10.8786 8.67434
1179400 34.4491 -10.9068 8.66098
1179500 34.5423 -10.8741 8.67242
1179600 34.6422 -10.8444 8.67799
1179700 34.7222 -10.8247 8.719
1179800 34.6687 -10.8168 8.74226
1179900 34.5747 -10.8191 8.67014
1180000 34.5433 -10.8591 8.62108
1180100 34.5081 -10.755 8.56017
1180200 34.4278 -10.7348 8.33951
1180300 34.3988 -10.6968 8.21388
1180400 34.366 -10.6588 8.08993
1180500 34.3726 -10.5228 7.90106
1180600 34.3573 -10.4111 7.81182
1180700 34.3169 -10.3995 7.75641
1180800 34.2836 -10.3035 7.72276
1180900 34.2904 -10.2551 7.62668
1181000 34.3062 -10.2789 7.56257
1181100 34.2686 -10.3299 7.56026
1181200 34.182 -10.2786 7.51132
1181300 34.0956 -10.2388 7.49633
1181400 34.0844 -10.2474 7.5261
1181500 34.0571 -10.3594 7.58486
1181600 33.9908 -10.449 7.66482
1181700 33.9683 -10.5116 7.71224
1181800 34.0631 -10.4687 7.78568
1181900 34.1387 -10.4943 7.90973
1182000 34.1819 -10.5133 7.92403
1182100 34.2282 -10.6388 7.86328
1182200 34.2284 -10.713 7.83791
1182300 34.2789 -10.7286 7.80708
1182400 34.1995 -10.8447 7.81255
1182500 34.1351 -10.9274 7.8371
1182600 34.0579 -10.8677 7.75466
1182700 33.9911 -10.7084 7.71792
1182800 34.058 -10.5901 7.67613
1182900 34.113 -10.4697 7.71181
1183000 34.2499 -10.4383 7.77111
1183100 34.3789 -10.4043 7.80769
1183200 34.396 -10.4038 7.78293
1183300 34.365 -10.3563 7.72811
1183400 34.364 -10.3639 7.65932
1183500 34.3698 -10.474 7.52976
1183600 34.4133 -10.5495 7.40956
1183700 34.4684 -10.5722 7.33099
1183800 34.4939 -10.5204 7.26351
1183900 34.4594 -10.5027 7.23475
1184000 34.4595 -10.4967 7.17399
1184100 34.4781 -10.4554 7.16521
1184200 34.4236 -10.3354 7.18641
1184300 34.3546 -10.2671 7.21423
1184400 34.2616 -10.2269 7.24184
1184500 34.2572 -10.1551 7.21338
1184600 34.2688 -10.1164 7.12174
1184700 34.2048 -10.1247 7.09566
1184800 34.2827 -10.1244 7.14946
1184900 34.3182 -10.082 7.14923
1185000 34.3719 -10.0646 7.15619
1185100 34.3549 -10.0982 7.12678
1185200 34.3745 -10.0579 7.08435
1185300 34.385 -9.95766 7.05436
1185400 34.433 -9.94496 7.06682
1185500 34.477 -9.93163 7.09581
1185600 34.5121 -9.94615 7.11981
1185700 34.4929 -9.95355 7.19324
1185800 34.5606 -9.96046 7.222
1185900 34.6212 -9.96661 7.17014
1186000 34.6503 -9.96268 7.1221
1186100 34.6013 -10.0234 7.04121
1186200 34.5848 -9.97486 7.10601
1186300 34.6021 -9.94388 7.21297
1186400 34.6273 -9.89099 7.19774
1186500 34.4686 -9.93579 7.09747
1186600 34.3333 -9.99731 6.94838
1186700 34.2608 -9.97784 6.84149
1186800 34.2559 -9.98845 6.79594
1186900 34.2756 -10.0159 6.71032
1187000 34.2943 -10.056 6.68709
1187100 34.2478 -10.0974 6.63794
1187200 34.2736 -10.1371 6.54303
1187300 34.2735 -10.1475 6.47168
1187400 34.3068 -10.0641 6.36304
1187500 34.3174 -9.98353 6.37084
1187600 34.4116 -9.87303 6.40286
1187700 34.5209 -9.83159 6.32918
1187800 34.5779 -9.88094 6.3365
1187900 34.4946 -9.91224 6.35772
1188000 34.431 -9.89818 6.36618
1188100 34.4 -9.84653 6.39229
1188200 34.3383 -9.84218 6.38235
1188300 34.4185 -9.91688 6.32311
1188400 34.4711 -10.0424 6.31674
1188500 34.4797 -10.1496 6.33324
1188600 34.5588 -10.2374 6.4128
1188700 34.6255 -10.2218 6.38418
1188800 34.7204 -10.1614 6.36004
1188900 34.8142 -10.0709 6.35443
1189000 34.9082 -10.0188 6.28989
1189100 34.9798 -9.95257 6.3071
1189200 34.9741 -9.93208 6.3431
1189300 34.9563 -9.89847 6.37854
1189400 34.8448 -9.82259 6.4089
1189500 34.7625 -9.7423 6.36428
1189600 34.7342 -9.7011 6.30616
1189700 34.8182 -9.60309 6.2983
1189800 34.8868 -9.53779 6.26885
1189900 34.8925 -9.57076 6.17598
1190000 34.8768 -9.59027 6.1461
1190100 34.8795 -9.59067 6.18174
1190200 34.9164 -9.54961 6.18474
1190300 34.948 -9.44459 6.15155
1190400 34.9815 -9.351 6.10965
1190500 35.0164 -9.33092 6.07686
1190600 35.0822 -9.34743 6.12317
1190700 35.1289 -9.35189 6.26375
1190800 35.1336 -9.42308 6.21753
1190900 35.1361 -9.45521 6.18645
1191000 35.2043 -9.45442 6.16607
1191100 35.252 -9.46793 6.09947
1191200 35.3148 -9.49989 6.06842
1191300 35.2663 -9.40447 6.09704
1191400 35.2811 -9.34812 6.21908
1191500 35.3456 -9.36177 6.23901
1191600 35.4827 -9.41921 6.18443
1191700 35.4877 -9.388 6.08311
1191800 35.4494 -9.34658 6.06498
1191900 35.3404 -9.23403 6.12837
1192000 35.2088 -9.17732 6.11727
1192100 35.1312 -9.18804 6.05395
1192200 35.1285 -9.16437 5.95204
1192300 35.1176 -9.14752 5.92209
1192400 35.1801 -9.13933 5.91646
1192500 35.2288 -9.099 5.9141
1192600 35.2279 -9.02988 5.96523
1192700 35.2263 -9.08936 6.08797
1192800 35.1989 -9.15929 6.17188
1192900 35.317 -9.25876 6.27757
1193000 35.438 -9.27546 6.26049
1193100 35.459 -9.1837 6.22881
1193200 35.4903 -9.06705 6.29504
1193300 35.3889 -8.99607 6.36889
1193400 35.3499 -8.91867 6.46527
1193500 35.2821 -8.88528 6.47732
1193600 35.2179 -8.84181 6.41577
1193700 35.2075 -8.80557 6.33241
1193800 35.3073 -8.73097 6.29941
1193900 35.2779 -8.72787 6.25034
1194000 35.2756 -8.64404 6.20689
1194100 35.3406 -8.47963 6.27981
1194200 35.4388 -8.33735 6.3871
1194300 35.452 -8.22971 6.42252
1194400 35.4327 -8.13503 6.39175
1194500 35.4044 -8.12651 6.37824
1194600 35.4065 -8.20267 6.415
1194700 35.4239 -8.27923 6.40862
1194800 35.4372 -8.25749 6.36203
1194900 35.4791 -8.2713 6.30828
1195000 35.5263 -8.27838 6.27565
1195100 35.5135 -8.29326 6.21908
1195200 35.5027 -8.21594 6.25908
1195300 35.425 -8.23983 6.28204
1195400 35.3552 -8.2847 6.20078
1195500 35.4167 -8.34341 6.15381
1195600 35.5488 -8.41426 6.10515
1195700 35.6167 -8.40036 6.06687
1195800 35.7803 -8.40955 6.08412
1195900 35.9506 -8.42191 6.15011
1196000 36.1134 -8.46751 6.21882
1196100 36.1886 -8.51186 6.26476
1196200 36.192 -8.58325 6.29936
1196300 36.2147 -8.52602 6.25968
1196400 36.1711 -8.54846 6.23739
1196500 35.9643 -8.60302 6.21719
1196600 35.8668 -8.61122 6.20684
1196700 35.9063 -8.66243 6.22637
1196800 35.9411 -8.74432 6.19429
1196900 36.0173 -8.88644 6.14317
1197000 36.0619 -8.98154 6.09073
1197100 36.0871 -9.00545 6.06498
1197200 36.0799 -9.03551 6.05399
1197300 36.0398 -9.05124 6.09072
1197400 36.0508 -8.9985 6.1029
1197500 36.0746 -9.00649 6.08926
1197600 36.1267 -8.97366 6.13029
1197700 36.1498 -8.92351 6.23355
1197800 36.207 -8.91101 6.24586
1197900 36.2455 -8.99695 6.31345
1198000 36.1775 -9.01091 6.30507
1198100 36.0622 -9.0057 6.24396
1198200 36.0097 -8.98926 6.17831
1198300 35.983 -8.92862 6.13411
1198400 36.0598 -8.91575 6.15382
1198500 36.0717 -8.94154 6.22114
1198600 36.1304 -9.0016 6.24666
1198700 36.2692 -9.0612 6.30481
1198800 36.2852 -9.07943 6.41575
1198900 36.1982 -9.04353 6.40924
1199000 36.1437 -9.07501 6.3907
